content,score
"Tolong berikan saya tim yang adil atau musuh yang seimbang. Maklumlah kalah 1/2/3 kali, tapi saya berkali kali, setiap saya main di ranked sering sekali mendapat tim yang troll. Tolong lah Moonton jangan berikan saya tim yang troll atau tidak niat main, agar saya lebih semangat untuk bermain Mobile Legends🙏🏻 eek lah malah masih dikasih tim yang troll",2
Tolong di perbaiki sistem roling tim sama musuh soalnya saya lose trek ketemu tim yang beban tapi musuhnya jago tolong lah monton stres enom selat selat monton,1
Game nya bagus dan semua player kadanng ada yang tosik dan ada yang ramah,5
"akun saya di hack udah minta bantuan cs tapi gabisa, setelah berhasil di ambil lagi malah kena banned 3 tahun,gajelasss",1
"Kalo main solo ngasih teman pake otak dikit lah Moonton,masa setiap main solo dikasih teman bocil,beban,dark sistem semua,gada otak emang kalian",1
"apaa si ml makin lama ga jelas sinyalnyaa,tolong di perbaiki kendalanyaa,membuat orang g nyaman sama sinyalnya yg buruk.",1
"kalo ada bintang 10, gw kasih 10 game nomor satu yg menurut gw sangat bagus dan hd.. cuma tolong sir, kasih fitur maju mundur di replay ya sir.. itu aja sih.. semangat ya sir🔥",5
"Makin sini tingkat keamanan moonton kurang efiensi dalam mencegah peretasaan data oleh oknum yg tidak bertanggung jawab .. bahkan marak sekali peretasaan akun, bgtu jga akun saya yg kena hack dan cara memulihkan akunnya pun amat ribet tidak work it",1
game apaan ini sinyal ga stabil padahal lagi bagus juga mana setiap mau ke base lawan lagi,1
game nya bagus gameplay nay bagus dan lain lainnya bagus tapi belakangan ini setiap main brawl classic rank yang harus nunggu musuh itu kok udah dapet musuh kenapa gak muncul muncul siap nya ?,5
"Game nya dah bagus,tapi kalau lag jangan tiba tiba gerak,dan kasi lawan yg rank nya sama,oke gitu aja,makasih moonton,tolong diperbaiki jangan malah makin rusak,🙏🏻👍🏻👍🏻🙂",5
"game ini gk jelas bnget mact pertandingan nya gk sesuai selalu dapet tim gk bener , tolong moonton perbaiki mact pertandingan nya....",1
"Halo, kenapa ngulang2 terus saat proses pengekstrakan konten di awal masuk game ya?",3
Mobile legend sangat seru saya suka sekali dengan mobile legend tetapi ada yang tidak saya suka yaitu dikasih musuh yang susah jadi tolong lah untuk kasih musuh yang rank nya sama dan juga terkadang saya sudah melakukan tapi tidak dapat seperti event dan tolong lah untuk kasih musuh yang seimbang dan kadang saya masih rank legend tetapi di kasih musuh Mitik tolong ya moonton,5
"Game ini dulu nya asik, main have fun, tapi sekarang gw merasa kecewa karena match matching kadang seimbang kadang enggak dan selalu dapet dark sistem di tim sendiri, klo di tim musuh jago dan paham rotasi, bukan nya ngehilangin stres malah nambah stres kunyuk, jadi tolong lah moonton perbaiki sistem yang kita semua keluh kesah ini, sekian terimakasih🙏",1
Moonton yang terhormat tolong anda bijak dalam pembagian tim saya setiap bermain dapat tim tidak mau bekerja sama terus dalam pertandingan.. saya dibrugikan kalah terus .. oleh player seperti itu... jadi tolong sesuai kan mana player main yg serius mana player yg main asal asal 9,1
"Kebanyakan update yang gak berguna match making aja bnerin, masa iya nge push buat naik turun doang lu kira maen game buat apa, ini mah buat nambah pusing, mending pindah game sebelah.",1
"Game nya bagus tapi bintang saya dari 30 Sampek ke 20,niatnya main buat ngilangin stres tapi malah makin stres,ketemu binatang padahal gk dikebun binatang",1
"game rusak,banyak player bot,minimal kalau ngasih tim random tu di tenmuin yang jgo,minimal tau kondisi gold,dan turet,intinya ngerti main r,gak di kasih boot Mulu,kalau gini pindah game aja,kocakk buat yg ngatur sistem di game nya,.....",1
"main seharian 10-11x ttp stak itu itu aja gara gara banyak dark sistem yg bikin naik turun naik turun bintang, kek gini kapannnnn gw bisa glory",1
Bagus sih tapi kenapa setiap menang sekali kalah nya berkali kali dan setiap main sama temen berdua mesti yang tiga nya lagi tolol,1
"Game yang gk cocok buat player solo,kebanyak drak sytem,bukan buat ngilangin stress mlh nambah stress.",2
Data file nya ga ngotak buat hp kentang 6GB + frame drop apa lagi pas war kek ada bunyi sirine game kocak lawak banyak draksistem gara² penjoki hama,1
"game apaan ga di rank dikasi tim dark sistem, di mode magic chess suka ngebug",1
"Permainan yang sangat bagus,tapi saya pengen ketika dihapus minimal Hero nya aj dulu yg Ter download.",5
"tolong sekali lagi ke pihak moonton,SINYAL WIFI SAYA BAGUS LAGI ENAK ENAK NYA MAIN TIBA TIBA LANGSUNG LEG SEMUA,STOP LAH UPDATE UPDATE,PERBAIKI DULU YANG BENER",1
Jaringan nya bagus malah ngelek gak jelas tolong di perbaiki ya aku cape pada hal bisa menang malah kalah gara gara lag pada hal jaringanya bagus aj,3
"update terus aplikasinya,ini mah bukan MLBB hiburan,tapi MLBB perjudian dimana kemenangan di setting sistemnya.sama kayak judi,main 10x menang 1x atu 2x doang tiap hari,menang 1x sudah di kasih tim bot,dam herannya masih banyak yg dukung aplikasi china ini",1
"Moonton=hama, ngasih tim yg seimbang begadang cuma nambah 1 bintang, lu otak masih sehatkan? Gunain buat yg sekiranya membahagiakan player nya, bukan menyiksa player nya,kek gini orang orang pada males push rank",1
"Makin kemari ini game kocak jiirrrr....suka ngelag2 gak jelas,,,padahal ping lagi bagus,,,udah gitu sering ketemu team draksisitem,,,parah game nya,,makin kesini2 gak enak di maenin",1
"Lagi asik pus rank tiba² sinyal ngelek, padahal jaringannya lancar, ngurangin bintang aja",3
"Sangat nyaman di mainkan, walaupun agak mahal diamond nya.",5
"Game Sangat bagus developer yg sangat paham masukan dari costumer nya, wlwpun sering bug yah gimana lagi wajar manusia bukan nabi boooyyy👍",5
"Gamenya seru tapi tiba2 ngelag padahal ms ijo tapi kok ngelag ,jadi bingung ,jadi tolong di perbaiki 🙏",1
"baguss bangett tapi ya gitu klo rank nya sudah epick ke atas susah bngt musuhnya, kadang kalah mulu gua main,emang agak lain moonton",5
"Bagian monton pada ngapain aja Jaringan normal malah jadi eror, Perbaiki lah bug nya",1
"Geme cacat jangan download, tiba tiba berhenti di permainan padahal hp gak crash dasar geme cacat. Pake wifi malah gda koneksi",1
"Sangat parah sekarang, main begitu serang lawan langsung macet total, makin lama ml ini semakin cacat saya lihat",4
"Klo orang yg noob jangan di temuin sama kita yg udah lama main lahh Moonton,masa iya zilong roam,XP Nana, jungle vexana,gila GK tuhh jadi tlong yaa saat mereka main temuin yg gaya main kyak mereka juga,,,plisss capek ketemu drak sistem teruss😭😭😭😭",2
Tolong moonton masak maen ketemu chiter mulu dah sinyal kadang gak jelas gantian mau mitic aja di kasih trol skin aja banyak gratis tpi di temukan lawan chiter² kasih tim yang bener lah moonton,2
"Game pengumpul darksuistem,banyak player yg gk sesuai dengan skill nya(noob) klo sistem hame seperti ini sy doakan moonton di tinggalkan para player active nya... Amin",1
"Maff jika saya mengasih bintang satu. alesanya bug jaringan tolong di benerin padahal Singal bgus 30ms tiba tiba lag sendiri itupun pas lag posisi LG ngewar jadi kegangu mana lag nya juga lama , bug jaringan seperti ini sangat mengangu sekali tolong montor hal seperti ini diperbaiki.!",1
Game ml (mobile legends) sangat bagus tapi kasihannya ada yang tiru ini game yaitu HOK game jelek iklan yang aneh aneh masih mending ml iklan kadang bagus player bener bener kocak tapi ni ya admin monton tolong kalau ada yang nge cheat ban cepat sebelum tersebar dan juga tolong bug bug nya hilangkan sebelum player new mengetahuinya sekian terimakasih,5
"game gj,banyak dark sistem setiap main banyak player yang gajelas.malah ngak terlalu ngimbangin tim jadi ga terlalu mood kalo kayak gini trus mah",1
Game appan babi kalau ngasih tim yg bener jing kita sudah berusaha semaksimal mungkin tapi tim nya gak jelas apakah ini dinamakan Game full tosix percuma ngasih skin gratis tapi Game nya kayak gini,1
"setiap mau naik rank pasti di lok sama dag sistem jadi nya lose straight, game buruk",1
game ampas. match making ga imbang. selalu di kasih team nol skill tidak sesuai tier. dpt musuh jago keterlaluan. dan banyak bot. percuma jago main solo tp dpt team ampas mulu. bener bener game rusak. ga ada have fun nya sama sekali,1
"Ini ml gimana ya masa ngefrezz trs setiap match dan harus rilog untuk mengatasinya itupun saat masuk match nya lagi lama banget sampe dicap afk,sampe honor scoreku yang tadinya 105 jdi 80 ini kenapa ya monton tolong jawab dan cara mengatasinya gimana!!!!",1
"montoon² masak selalu dapat tim darksystem kayak Taekk, lu kalau gendeng jangan sistem nya di buat kayak Taekk, sekian terima kasih saya hpus ML soalnya kayak game super mario",1
game nyh bagus tapi kalo bisa buat mimin bagusin lagi soal sinyal soal saya waktu maen di liat ijo pas menit ke malah langsung merah padahal wifi sama data nyala dan buat moonton tolong adakan role pilihan karena saya asalnyh gold lane malah jadi all role karena perebutan role,5
"sudah banyak orang yang memainkan game ini dengan niat serius untuk menang atau cuma have fun, terus tingkatkan game nya dari segi apapun itu, juga tolong buat hukuman turunin kredit skor minimal 20 buat orang yang afk, ngetroll, ga ada tim fight fokus dilane sendiri doang, melakukan feed dengan sengaja, berkata kasar, jangan turunin cuma 3-5 tanggung,",4
"ini game aneh bngt,kita yg skilnyh bgus di kasi setim sama yg ngk tauk main...trum lawannyha jago² hadeh ini game ap si..gua kasi bintang 1 Karena kecewa berat",1
"Game kocak,developer pun Kocak Pembagian tim Gak seimbang,yang Noob di kasih ke gua,yang pro di musuh emang cocok dikasih bintang satu Jaringan juga Kocak Hilang pas War,sampah emang nih game",1
Secara game sudah bagus tapi tolong berikan tim yang bagus saat solo dan adain fitur replay mundur,5
"Mobile legends sekarang tambah buruk...dari pembagian tim yg tdk seimbang...orang mau main game itu untuk hilang kan stress...ini malah bikin tambah stress...klau sdh ndk niat jalanin ini game sdh tutup sja...klau mau naikin rating game bukan begini cara nya...ngasih event Bagus"" giliran mau main rank malah di kasih tim yg berat sebelah... ngotak dikit napa...teman 1 tim di kasih isi dark system semua baru yang di lawan di kasih nabrak penjoki dimna keadilan bagi player ingat sila ke 5 Pancasila",1
"moonton, tolonglah moonton. gabisa apa?? kasih menang 1-3 kali aja. JANGAN KASIH GW LOSE MVP MULU SAT!",1
Game lumayan namun sering kali di naikin turunin rank nya montoon tidak adil dengan Player / saya. Saya merasa sangat kecewa.,1
Game ini bagus sekali saya suka tapi ada gejalanya 1. Tim gk tau makro tapi suka nyalahin orang 2. Suka ngabcotin orang pdhl dia sendiri buat masalah 3. Banyak bug tolong monton slogan di ganti dari awal new update new bug ganti aja jadi new update new skin tahun baru skin gratis baru biar player hok ff pubg pibdah di MOBILE LEGENDS oh ya hilangin ya dark sistem nya monton bang jo sekalian hilangin,5
saya sanggat menyukai game ini karena selain merupakan salah satu game moba terlalis di asia tenggara develover game ini memberikan fitur fitur Yang diinginkan oleh player,5
"Monoton Baik banget sama gw, saking baiknya gw dikasih team yang begitu jago yaitu team draksistem. Sampai sampai 20 kali listrik baik banget monton satu ini. Semoga monoton baca nih surat dari team draksistem. Game yang bagus banget walaupun gw sabar ngadepin nih team draksistem, saking pengen menang malah dicombek mush lagi pukima. Gpp gw tetep suka sama gaya main nih game Mobil lebih Legends. Semangat buat manajer mobil legend semoga kalian mendapatkan team draksistem.",5
Game yang aneh dan ke tika aku main selalu kalah dan tidak mendapatkan tim uang sempurna muntun pelit gak pernah menang aku,1
Sering ketemu dark sistem dan terus lose terus jadi gak mood main game ini jadi pengen hilang aplikasi ini dan ada saingan besar game ini,1
Bagus sampai begadang terus kadang-kadang dark sistem Kadang-kadang juga menang,5
"Kalo ngasih tim yang bener, cape gw ls mulu, benerin tu server nya, sinyal gw bagus tb tb lag sendiri MERUGIKAN",2
"Tolong untuk update selanjutnya jaringannya lebih di perbaiki lagi. ketika bermain rank disaat masuk tim fight tiba-tiba lag, giliran pas farming dan jungler biasa kembali normal. jangan mencari keuntungan terus dengan adanya skin terbaru, tapi perbaiki jaringan juga untuk kenyamanan para pemain.",1
Game kacau sistem nya g jls Terutama di jaringan nya sering leg g jls padahal klo coba game lain aman g ada leg Tolong lebih optimal kan lagi,1
"Gak jelas game rusak ini dari legen gaj bisa menang sampek epik lima gak ada bintang,terus satu tim sama drak siste di bikin memang parah kali game ini",1
"Masi main pas jalan enak enak aja sinyalnya giliran ketemu musuh langsung merah. Ini system nya moonton buat membela musuh apa gimana? Ngeselin bgt sih, buat main game lain aja sinyalnya bagus² aja giliran main ml malah ngajak berantem.",2
main ini game cuma buat nenangin diri eh nyata nya apa? bukan hiburan yang didapat malah tekanan. kalo ngasih tim atau musuh yang seimbang lah kita solo player kesusahan main ini game buat ngilangin stres malah bikin stres aja,1
"Sebenarnya game nya sudah bagus tapi masalahnya player makin kesini makin banyak yang toxic, ngetroll, dan rasis saran saya untuk player yang seperti itu minimal di ban 1 minggu Please Moonton 🙏",1
Game rusak lain kali jangan ksih tim dark sistem la muntudd gw dah muak ditroll mm kadang xp plisss lah kasih tin yang waras lahhhh.... Game ampasss mending gk ush main hapus aja daripada mental kena.... Game kintil,1
"Game ny udh bagus, tpi tolong lh Monton perbaiki matching nya, masa di kasi dark sistem Mulu, giliran musuhnya di kah yg jago, GK seimbang lh🙏🙏🙏",5
Game sangat bagus tapi tolong kasih musuh jangan yg pro pro dong capek naikinya .......trus jngan kasih musuh yg darksistem trus dong omm monton..... terimakasih 😅🙏🙏🙏,5
Sistem yang tidak mendukung player player solo dan keseimbangan pertandingan yang tidak masuk di akal,1
"Sumpah gajelas ini game, setiap main pasti ada aja bugnya, gak lag, freeze tb"", sinyal bener tb"" putus putus kan aneh. NGASIH TIM YANG BENER DONG TOD MASA ILANG 11 BINTANG GW AH GAME GAJELAS",1
"Tidak sesuai dengan realita di dalam game, dapat tim tidak pernah sebanding dengan musuh",1
"Game nya sudah bagus tapi tidak adil dalam permainan pemain solo bertemu dengan trio, duo Itu sangat tidak adil, harusnya yang duo ketemu trio dan sebaliknya, kalo solo harus ketemu solo lagi biar adil🙏",3
Gemnya enak Dari soal grafik nya bagus banget sumpah efeknya bagus juga Dan bagus lah pokonya y,5
moonton tolong lah gua tadi push kredit skor udah 3bulan lu ga kasihan apa gua udah buang² waktu berharga buat login push kredit skor tapi tadi jaringan gua jelek paksain main tapi malah kena report game ga punya hati,1
"kok malah parah, saat maen malah macet total bisa memperbaiki apa gak sih,.. knpa pada saat main jaringan selalu jelek padahal, jaringan full, tolong dong di perbaiki lagi boss, padahal sudah saya pakai wifi sama aja",2
Monoton emang pilih kasih masa aku di kalahin terus mau mode apapun itu pasti kalah dari legend ke gm gimana sih monoton jangan pilih kasih dong😪😪,1
"Tolong lah monton . Kalo ngasih tim yang bnr jngn drank sistem/black sistem saya cape main sendiri terus kena trol tolong di perbaiki sistem dan sesuaykn rank pertandingan nya.. Danjangn keluarkn sekin gratis/event"" Klaim skin.. Utamain player nya jangn tolol dan drak sistem paham monton",1
"Game tidak adilll,tim kek dungu musuh nya kayak pro Player game stress,kalau kasi tim yang seimbang lah sama musuh,kalau main klasik SE imbang aja kalau main renk tim gw kaya penghuni asli kontoll",1
"Gjls, sistem aneh masi ketemu tim egois gitu. Bedain laaa rank atas dengan rank bawah.",1
